Full Name,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Position
Erencan Yardımcı,62,59,49,61,27,64,ATK
Kelvin John,80,60,43,65,20,44,ATK
Abdullah Dijlan Aydın,63,52,62,59,50,53,MID
Moritz Oswald,65,48,59,65,54,52,MID
Cameron McJannet,55,44,48,57,60,60,DEF
Bilal Nadir,64,48,60,56,57,61,MID
Sebastián Figueredo,68,39,51,52,55,59,DEF
Sergio Kalaj,59,27,36,39,59,67,DEF
Daniel Adshead,64,52,58,60,52,54,MID
Agustín Barcellos,65,33,45,50,60,65,DEF
Callan Elliot,71,48,55,61,54,63,MID
Valdemar Lund,52,33,48,50,59,63,DEF
Edgar Olivares,70,47,54,59,59,57,DEF
Bernardo Silva Conceição,72,49,61,59,53,54,MID
Elias Hoff Melkersen,79,58,49,60,30,64,ATK
João Paulo dos Santos Pereira,70,56,54,64,30,55,MID
Hussain Salem,72,25,50,57,55,68,DEF
Fabian Hiszpański,71,53,56,61,54,49,DEF
Gordon Wild,73,57,56,63,42,67,MID
Chem Campbell,71,56,57,65,41,52,MID
Fryderyk Gerbowski,65,43,51,57,55,67,MID
Daniel Karlsbakk,75,56,50,59,27,64,ATK
Shaun Pearson,45,27,41,43,59,71,DEF
Khalifa Al Dawsari,72,33,45,51,58,72,DEF
Ylan Gomes,68,61,47,64,19,46,ATK
Steven Nsimba,75,59,45,59,20,56,ATK
Jinbao Zhong,66,53,56,59,58,73,MID
Shayden Morris,82,56,50,62,23,42,MID
Cristian Riquelme,74,26,42,59,57,60,DEF
Fredrik Pålerud,69,43,51,55,54,63,DEF
Callum Talbot,80,39,49,58,54,66,DEF
Finn Surman,65,33,44,45,59,69,DEF
Garang Kuol,83,56,53,59,25,43,MID
Daniel Trejo,66,57,56,64,31,49,MID
Stephen Walker,75,57,50,62,33,55,ATK
Reece Devine,71,40,55,59,57,63,DEF
Kamil Ogorzały,76,50,56,58,47,56,MID
Simón González,55,21,43,40,60,64,DEF
Matías Cedrés Batista,63,48,62,59,51,58,MID
Saad Balobaid,80,28,46,57,53,52,DEF
Franco Tongya,70,48,64,59,37,61,MID
Alberto Martín Díaz,67,48,62,58,52,57,MID
Ben Barclay,54,35,42,50,58,71,DEF
Emil Sildnes,71,54,56,62,25,54,MID
Roman Fernández,70,54,55,62,32,44,MID
Benjamin Kimpioka,82,59,52,56,29,68,ATK
Alejandro García Oyón,73,60,53,63,24,44,ATK
Rowllin Borges,57,41,52,51,58,72,MID
Ryan Law,72,37,51,59,55,62,DEF
Adrian Gantenbein,69,29,49,55,56,61,DEF
Panagiotis Panagiotou,59,31,46,50,61,61,DEF
Josh Reid,72,36,49,57,57,65,DEF
Nicolás Romero,62,45,54,55,59,66,DEF
Patryk Dragon,62,44,56,53,56,73,MID
Tyreke Wilson,69,42,55,59,56,51,DEF
Mustafa Kapı,66,56,63,68,52,38,MID
Abdoulaye Kamara,67,43,58,67,58,62,MID
Tsiki Ntsabeleng,72,59,61,67,50,57,MID
Wanya Marçal Madivádua,67,46,58,63,33,48,MID
Lautaro Pastrán,77,58,41,59,18,49,ATK
Aleksander Buksa,63,60,47,59,23,55,ATK
Cheick Diabaté,68,30,41,50,60,69,DEF
Sebastian Koch,86,56,52,62,32,53,ATK
Kryspin Szcześniak,72,24,42,39,60,70,DEF
Thanawat Suengchitthawon,66,54,60,66,43,48,MID
Lallianzuala Chhangte,85,50,52,61,36,60,MID
Antonio Sandoval,68,39,52,57,59,59,MID
Florian Chabrolle,50,57,63,66,31,47,MID
Robert Street,68,58,45,58,27,63,ATK
Rollin Menayese,72,30,44,51,58,73,DEF
Ronan Boyce,64,51,48,54,55,67,DEF
Kader Keïta,66,41,53,57,55,67,MID
Wilson Barrios,65,61,48,59,29,55,ATK
Paul Joly,56,28,46,42,61,63,DEF
Arnaud Dony,74,30,50,59,53,57,DEF
Abu-Bekir El-Zein,71,53,55,62,42,52,MID
Albin Winbo,66,48,62,59,56,65,MID
Bas Van Den Eynden,58,46,58,56,56,71,DEF
Chris Kane,69,57,47,57,40,79,ATK
Hugo Redón Almela,62,50,62,63,47,49,MID
Ciarán Coll,71,26,49,53,55,69,DEF
Connor Smith,65,56,61,61,38,44,MID
Christian Dalle Mura,59,30,42,41,63,55,DEF
Danny Cashman,81,57,50,61,20,49,ATK
Brian Gartland,30,29,42,38,60,67,DEF
Semih Sahin,67,50,60,62,54,56,MID
Ali Demirel,66,52,56,70,39,51,MID
Daniel Filipe Bandeira e Silva,66,47,58,63,44,60,MID
Jay Henderson,78,50,55,61,52,52,MID
Sebastián Quintana,62,56,58,61,54,59,MID
Leopold Querfeld,54,40,43,47,56,72,DEF
Ciaran Gilligan,74,48,54,61,57,64,MID
Aref Al Haider,85,50,52,61,52,61,MID
Hugo Bueno López,75,43,55,62,51,60,MID
Ryan Johansson,63,42,58,58,56,57,MID
Bryce Hosannah,75,43,53,58,56,60,DEF
Thomas Battistella,68,56,59,60,47,58,MID
Jonas Thorsen,57,51,58,60,62,68,MID
Adrien Louveau,61,36,44,46,60,58,DEF
Ciaran Brennan,63,23,43,46,60,67,DEF
Sergio Montero,66,30,45,54,56,64,DEF
Anthony Breslin,73,33,51,55,55,65,DEF
Dragoș Tescan,74,48,57,63,26,51,MID
Lars Kehl,67,59,47,63,31,53,ATK
Alexandru Ilie,82,53,58,63,32,48,MID
Mahamadou Ba,71,55,55,61,56,58,MID
Janusz Nojszewski,70,55,55,61,37,55,MID
Bipin Singh,83,55,52,58,25,54,MID
Sebastian Gonzáles,53,65,46,58,22,61,ATK
Kurtis Guthrie,66,59,51,59,40,72,ATK
Adnan Kojic,75,33,46,56,56,66,DEF
James Norris,68,35,52,50,57,54,DEF
Pu Chen,65,45,58,62,34,48,MID
Ali Al Zubaidi,70,49,54,55,54,74,DEF
Hugo Larsson,76,46,58,59,51,58,MID
Cristhian Penayo,67,57,59,61,44,57,MID
Carlos Chore,59,24,52,52,58,52,DEF
Florin Haită,72,52,55,64,23,42,MID
Yoann Cathline,74,54,55,64,37,50,MID
Maicol Gil,69,49,54,58,55,57,DEF
Owen Moxon,68,56,58,60,56,69,MID
Kacper Urbański,61,52,57,68,41,39,MID
David McMillan,52,60,50,57,26,58,ATK
Josh Williams,73,28,49,57,56,59,DEF
Pedro Navarro,71,26,46,46,56,53,DEF
Dilyimit Tudi,53,44,54,62,54,63,MID
Mamadou Camara,52,42,57,60,52,50,MID
Suhair Vadakkepeedika,72,55,52,59,31,66,MID
Stefano Guidotti,51,49,56,59,54,62,MID
Jake Taylor,71,58,58,62,53,58,MID
Berkan Küpelikılınç,63,41,51,60,57,50,DEF
Fahad Al Harbi,69,24,39,35,56,73,DEF
Benno Dietze,65,30,39,54,58,62,DEF
Jorge Damián González,70,54,57,61,55,58,MID
Noah König,53,31,38,42,59,64,DEF
Anton Eriksson,55,32,42,39,61,60,DEF
Gyan de Regt,77,53,56,60,27,45,MID
Ju Sung Kim,67,33,42,46,59,64,DEF
Ashley Phillips,67,26,49,44,58,65,DEF
Jacob Mendy,87,33,41,57,53,70,DEF
Tim Rossmann,74,52,51,64,26,50,MID
Ryan Johnson,69,24,43,51,57,71,DEF
Ryan Bakayoko,55,58,50,54,30,68,ATK
André Södlund,66,56,53,62,49,66,MID
Christiaan Ravych,53,23,48,40,61,53,DEF
Issiar Dramé,67,26,40,47,60,63,DEF
Romaric Yapi,72,33,43,58,58,56,DEF
D'Mani Mellor,72,57,52,59,42,64,ATK
Evan Ferguson,72,59,46,59,19,57,ATK
Hugo Pérez Balderas,58,40,46,43,60,58,DEF
Laurit Krasniqi,70,26,45,51,56,63,DEF
Asish Rai,75,37,49,56,54,59,DEF
Salem Abdullah,72,30,49,56,55,61,DEF
Taylor Allen,84,54,52,59,51,57,MID
Kimarni Smith,79,57,50,59,22,66,ATK
Michel Ndary Adopo,65,48,58,58,60,64,MID
Andrei Motoc,58,30,38,40,60,62,DEF
Kreshnik Krasniqi,63,53,57,60,52,61,MID
Mehdi Lehaire,62,48,59,61,44,61,MID
Sascha Risch,68,37,57,61,51,56,DEF
Fábio André Freitas Vianna,67,50,53,53,54,54,DEF
Kyliane Dong,67,61,49,59,21,46,ATK
Xin Yue,77,23,43,54,51,52,DEF
Jin Ho Kim,69,34,41,57,55,59,DEF
Oğulcan Ülgün,65,44,58,59,54,55,MID
Archie Meekison,71,54,58,62,48,52,MID
Jae won Lee,63,55,55,66,46,58,MID
Hamza Bahaïd,68,36,52,60,56,55,MID
Shaocong Wu,64,50,53,54,57,69,DEF
Ho Jin Jeong,62,39,54,56,56,61,MID
Imam Mafi,65,40,50,55,54,60,DEF
Zhechao Chen,65,35,52,54,57,61,DEF
Eric Uhlmann,70,47,55,59,56,57,MID
Jakob V. Persson,54,27,44,51,56,70,DEF
Benjamín Galdames,59,57,57,64,33,50,MID
Marco Campagnaro,65,31,41,55,56,58,DEF
Eduard Kozik,68,29,43,45,62,62,DEF
Joel Mumbongo,73,59,45,53,23,74,ATK
Aliou Traoré,73,56,56,61,53,69,MID
Ryan Taylor,50,60,50,57,31,74,ATK
Edvin Becirovic,70,57,52,62,26,56,MID
Seymour Fünger,59,24,43,49,58,65,DEF
Chris McCann,40,56,63,59,60,64,DEF
Zac Williams,65,35,45,50,58,66,DEF
Tianyu Guo,57,57,42,57,36,70,ATK
Matty Daly,59,55,60,62,54,50,MID
Gianmarco Cangiano,67,56,53,65,29,43,MID
Andrés López Gallo,53,31,34,41,62,58,DEF
Damiano Pecile,46,50,58,60,52,56,MID
Saud Zaidan,69,40,56,63,54,63,MID
José Martínes,70,49,50,62,41,50,MID
Ahmad Al Habib,51,32,36,49,59,68,DEF
Richard Fernández,66,56,56,59,52,56,MID
Kwame Thomas,70,56,48,56,36,68,ATK
Daniel Pik,82,51,48,60,28,50,MID
Ted Tattermusch,65,57,46,58,27,65,ATK
Kyle Hudlin,65,58,46,53,25,70,ATK
Sebbe Augustijns,58,44,54,58,58,53,DEF
Tom Fellows,83,55,48,60,19,44,ATK
Luke Bodnar,64,36,47,54,57,70,DEF
Stefan Colakovski,80,51,51,58,27,50,MID
Samuel Stückler,72,51,54,59,45,62,MID
Hyuk Jeong,48,55,63,60,57,60,MID
Rijad Sadiku,57,27,46,51,57,62,DEF
Sebastián Claure,67,45,57,56,40,53,MID
Toyosi Olusanya,84,55,42,60,22,44,ATK
Andri Lucas Guðjohnsen,72,57,42,62,25,56,ATK
Ignacio Ibañez,80,51,46,60,49,58,MID
Henry Hore,79,54,49,59,28,58,MID
Stephen Duke-McKenna,70,46,56,63,39,38,MID
Daniel Oyegoke,68,36,49,58,57,59,DEF
Arthur Read,67,53,57,61,52,63,MID
Tom Crawford,74,49,55,62,52,51,MID
Josh Andrews,66,58,43,54,19,67,ATK
Lohann Doucet,64,36,54,55,54,54,MID
Samuel Yepie Yepie,80,53,54,65,22,30,MID
Bader Monshi,63,42,54,55,56,62,MID
Guilmer Giro,66,57,55,62,58,59,MID
Yufeng Zhang,62,46,57,60,51,61,MID
Setigui Karamoko,65,31,34,41,59,66,DEF
Lex-Tyger Lobinger,58,57,42,52,28,69,ATK
Dominik Sokół,75,56,47,61,19,57,ATK
Marlon Perea,57,61,57,58,27,64,ATK
Dominik Bilogrević,55,56,59,64,41,49,MID
Fernán Faerron,65,38,49,56,57,65,DEF
Juan Arias,58,26,40,42,60,57,DEF
Wentao Zhang,62,54,39,47,57,71,DEF
Odel Offiah,64,33,39,57,61,60,DEF
Liam McAlinden,71,58,45,58,20,64,ATK
David Tutonda,79,43,50,61,53,70,DEF
Noah Smith,75,35,45,53,55,63,DEF
Ibrahima Baldé,66,59,41,62,19,38,ATK
Marius Antoche,54,34,50,49,58,68,DEF
Ivan Krolo,65,43,52,60,53,66,MID
Nishu Kumar,79,45,46,53,52,61,DEF
Guus Gertsen,63,29,35,44,59,63,DEF
Mikael Ndjoli,71,61,49,59,26,64,ATK
Ethan Zubak,52,59,44,58,19,67,ATK
Rahul Bheke,69,35,49,49,56,74,DEF
Luis Abelardo Vargas,71,28,48,56,56,49,DEF
Özkan Yiğiter,61,46,56,58,54,66,MID
Marco Schultz,59,56,59,56,42,59,MID
Yanfeng Dong,76,27,47,59,58,67,DEF
Daniel Ściślak,66,52,57,62,45,60,MID
André Leipold,81,56,45,64,23,49,ATK
Emiliano Viveros,67,47,57,58,45,56,MID
Fynn Otto,53,33,43,43,60,63,DEF
Alex Gilbert,73,57,51,61,27,48,ATK
Amin Farouk,70,49,54,64,35,53,MID
Brayan Parada,68,64,58,57,38,56,ATK
Chi In Jeong,74,56,44,58,26,60,ATK
Udanta Singh,85,53,52,60,32,60,ATK
Kevin Egell-Johnsen,66,40,50,56,54,57,DEF
Juan Larios López,69,36,49,60,55,49,DEF
Abdulelah Al Shammari,78,49,58,63,33,43,MID
Charlie Seaman,75,48,52,60,52,56,DEF
Rakan Al Shamlan,68,55,57,63,38,53,MID
Yohan Baï,65,63,53,61,32,51,ATK
Ryley Towler,64,36,53,58,58,60,DEF
Liam Bennett,75,29,49,59,53,59,DEF
Jiali Hu,52,41,48,50,58,63,MID
Justin Smith,46,40,54,56,58,61,DEF
Myeong Seok Go,73,31,46,42,58,73,DEF
Will Forrester,61,24,44,50,58,62,DEF
Charbel Gomez,76,63,44,64,17,44,ATK
Eduard Probst,82,61,46,54,17,64,ATK
Theo Bair,71,58,37,57,25,76,ATK
Lucas Wolf,70,45,53,66,36,40,MID
Pat Jones,77,52,51,64,29,47,MID
Anthony Descotte,72,58,50,66,28,55,MID
Facundo Trinidad,66,61,56,60,37,55,MID
Kian Harratt,75,58,38,58,22,65,ATK
Lachlan Rose,76,56,53,59,47,62,ATK
Kevin Höög Jansson,55,43,49,51,57,62,DEF
Tahvon Campbell,80,57,48,63,30,60,ATK
Chao Gan,79,54,58,60,53,61,MID
Salifo Caropitche Mendes,65,57,41,53,30,69,ATK
Jayder Asprilla,60,52,56,60,30,47,MID
Michael Ameyaw,71,64,54,61,26,51,ATK
Jules Gaudin,68,54,56,60,43,51,MID
Ju An You,65,56,54,61,37,59,ATK
Harry Leonard,73,61,43,58,18,54,ATK
Chinonso Offor,71,54,46,61,33,68,ATK
Dantouma Toure,88,43,48,66,23,44,MID
Joe Thomson,68,56,57,61,52,60,MID
Santiago Vera,71,52,54,64,35,43,MID
Hamed Al Ghamdi,71,57,58,66,51,42,MID
Niklas Jeck,55,24,38,40,60,65,DEF
Sam McClelland,51,32,39,44,60,61,DEF
Kadin Chung,70,41,50,57,54,55,DEF
Brodie Spencer,65,43,56,58,53,62,DEF
Conor Kane,78,44,48,58,53,63,DEF
Ali Al Nemer,61,50,59,64,43,51,MID
Simon Stehle,91,53,46,58,28,57,MID
Benas Šatkus,71,36,49,52,57,68,DEF
Hyeon Joon Yang,74,57,52,66,34,57,MID
Ivan Vujica,65,33,52,60,56,67,DEF
Muhammet Arslantaş,57,61,44,56,27,63,ATK
Mohamed Berte,81,57,45,61,19,51,ATK
Georgios Sideras,67,29,31,41,61,62,DEF
Daniel Stynes,69,54,55,62,44,62,MID
Daniel Edelman,68,37,50,51,61,59,DEF
Doru Andrei,81,56,55,60,34,48,MID
Sami Guediri,62,39,55,58,56,57,DEF
Ruwen Werthmüller,68,59,47,62,24,54,ATK
Joshua Cavallo,73,43,55,62,52,64,MID
Abdulrahman Al Hurib,63,47,56,58,56,68,MID
Carlos Martínez Rodríguez,60,59,43,55,19,53,ATK
Dean Williams,68,60,49,58,26,57,ATK
Dean Cornelius,65,48,60,61,52,56,MID
Iroy Eckenfelder,69,61,54,59,26,54,ATK
Michee Efete,81,46,50,55,54,65,DEF
Shangkun Liu,69,40,46,62,54,61,DEF
Adam Wharton,70,35,55,61,52,59,MID
Olivier Boissy,51,59,36,54,27,69,ATK
Tao Liu,53,36,46,46,60,64,DEF
Mehdi Loune,62,54,61,65,43,42,MID
Erik Sorga,55,61,42,58,22,57,ATK
Jordan Bos,81,36,50,59,49,64,DEF
Dom Ballard,70,60,47,59,22,51,ATK
Andrea Magrassi,69,60,38,55,21,51,ATK
Hugo Rojas,55,52,53,58,49,52,MID
Elijah Krahn,58,39,55,58,56,59,MID
Juan Andrés Meli,73,45,57,57,49,58,MID
Diego César de Oliveira,68,32,53,60,56,62,MID
Bjørn Martin Kristensen,78,58,44,64,25,63,ATK
Mons Bassouamina,75,59,47,61,20,56,ATK
Christalino Atemona,70,34,43,52,57,65,DEF
Reece Hall-Johnson,77,45,50,57,54,64,DEF
Saleh Al Abbas,76,59,39,60,17,59,ATK
Albian Hajdari,59,27,39,39,59,67,DEF
Arnaldo Zambrano,67,53,59,60,56,58,MID
Patrick Lienhard,70,50,57,61,51,54,MID
Yuliwes Bellache,72,53,53,67,20,31,MID
André Barbosa da Silva,64,28,49,56,58,60,DEF
Gonzalo Gonzalez,65,31,36,56,61,51,DEF
Jianan Wang,68,59,56,58,53,63,DEF
Mert Arslan,62,56,59,61,43,53,MID
Dane Ingham,83,42,52,62,48,64,MID
Dembo Sylla,73,35,52,57,51,53,DEF
Lukas Klitten,76,35,50,62,51,59,DEF
Anthony Aires,69,62,43,61,18,51,ATK
Elidon Qenaj,53,60,44,54,34,65,ATK
Carson Buschman-Dormond,80,49,52,62,31,55,MID
Christopher Negele,67,58,58,63,39,51,MID
Marvin Obuz,68,51,54,65,26,53,MID
Jordhy Thompson,67,53,52,64,22,36,MID
Pierre Ekwah Elimby,64,46,53,54,54,69,MID
Abdulaziz Al Hurabi,56,43,51,57,58,58,MID
Jaimy Buter,69,36,47,56,57,64,DEF
Max Williamsen,56,35,46,47,58,63,DEF
Aramide Oteh,78,56,46,59,23,67,ATK
Serano Seymor,65,32,42,39,60,62,DEF
Tobias Weber,63,31,45,40,60,60,DEF
Mamadou Fofana,76,40,59,61,51,67,MID
Ayman Aiki,69,53,48,64,25,38,MID
Hugo Sotelo Gómez,65,59,53,62,26,46,MID
Raphaël Eyongo,70,54,54,60,35,56,ATK
Julian Stark,62,50,58,61,54,57,MID
Giotto Morandi,74,45,60,62,49,59,MID
Noah Eile,58,26,38,43,58,64,DEF
Giovanni Bordón,75,54,50,62,42,47,MID
Luke Byrne,55,28,49,49,58,66,DEF
Jack Young,62,47,59,65,50,45,MID
Felix Lange,62,33,40,42,61,58,DEF
Timo Bornemann,74,56,43,60,23,64,ATK
Kieron Bowie,68,58,50,59,27,65,ATK
Tanguy Zoukrou,50,32,39,36,60,62,DEF
Rory Feely,62,38,52,54,55,69,DEF
Oliver Younger,51,33,37,41,60,62,DEF
David Webster,33,44,48,49,58,67,DEF
Di Gao,72,56,44,57,44,68,ATK
Yun Koo Kang,79,40,49,55,51,62,DEF
Josué Casimir,82,58,46,58,23,58,ATK
Patrick Weah,77,48,50,64,21,58,MID
Max Sanders,60,51,59,61,57,59,MID
Mathias De Wolf,65,52,59,60,48,58,MID
Sanders Ngabo,77,54,59,63,46,58,MID
Majed Kanabah,59,42,57,61,54,62,MID
Sondre Auklend,74,53,55,64,33,55,MID
Sam Bell,74,56,43,60,23,58,ATK
Scott Banks,71,57,57,61,32,46,MID
Yang Li,61,26,41,35,58,72,DEF
David Gallardo,68,49,55,60,24,52,MID
Luis Yamil Garnier,53,40,51,60,60,59,DEF
Mehmet Ibrahimi,67,49,53,66,30,38,MID
Gyeong Min Kim,83,54,37,62,27,58,ATK
Ricky Aguiar,72,54,59,63,49,46,MID
Marko Dijakovic,65,29,41,35,58,66,DEF
Brian Gutiérrez,58,51,59,62,37,43,MID
Adam O'Reilly,67,55,58,61,56,64,DEF
Samir Valverde,70,42,51,56,56,60,DEF
Sheng Qin,40,51,58,53,56,71,DEF
Dennis Olsson,66,51,52,62,25,60,MID
James Ball,63,59,58,57,54,75,ATK
Sam Bone,49,47,49,52,60,72,DEF
José Luis Friaza Pérez,53,62,44,53,36,54,ATK
Xander Blomme,71,43,55,55,59,50,DEF
Bruno Báez,52,62,39,51,29,64,ATK
Petur Knudsen,66,58,49,57,27,62,ATK
Min Hyuk Lim,73,54,61,66,34,57,MID
Mouhamed Niang,65,43,52,55,56,68,MID
Elyas Bouzaiene,74,25,45,57,52,56,DEF
James Morton,63,48,57,59,55,66,MID
Tim Köther,67,50,57,60,50,56,MID
Edward Kizza,63,60,45,54,29,67,ATK
Jack Smith,68,52,54,57,51,69,MID
Chang Soo Kim,56,53,59,59,58,59,DEF
Guowen Sun,77,47,55,58,48,63,DEF
Jordan Meyer,56,44,52,59,60,56,DEF
Jiajun Bai,71,49,53,61,52,64,DEF
Yoan Bonny,70,57,40,59,18,56,ATK
Max Wright,82,54,50,62,39,54,MID
Nathan Young-Coombes,64,61,53,59,19,54,ATK
Bryan Fiabema,77,57,48,63,25,57,ATK
Manvir Singh,80,58,46,57,31,73,ATK
Kieran Green,62,45,52,57,56,70,MID
Ibrahim Salah,62,58,45,66,21,62,ATK
Guangliang Huang,68,42,55,61,50,61,MID
Jesús Alvarado,68,53,56,60,51,56,MID
Saikou Janneh,88,56,44,58,19,58,ATK
Michael Martin,67,51,57,64,47,57,MID
Isaac Annan,77,46,52,59,53,57,DEF
Tony Craig,34,34,51,45,58,70,DEF
John Mountney,55,56,62,59,54,70,MID
Benji Kikanović,78,57,42,56,24,60,ATK
Enrico Celeghin,62,42,58,52,55,60,MID
Sergio Barboza,70,55,57,61,42,51,MID
Stanisław Wawrzynowicz,59,46,50,55,57,56,MID
Simone Rabbi,63,58,52,61,40,55,ATK
Jerry Skotadis,73,50,56,59,52,62,MID
Moritz Broschinski,76,57,46,58,23,60,ATK
Colm Whelan,67,61,49,57,34,63,ATK
Gustavo Elvis Loayza,67,54,57,62,54,58,MID
Kaimu Zheng,67,51,52,54,60,77,DEF
Florian Wustinger,66,37,52,61,55,59,MID
Andreas Murbeck,54,29,41,43,57,69,DEF
Bong Soo Kim,58,40,51,53,58,67,DEF
Bastián Sagal,64,60,37,54,17,58,ATK
Jeakson Singh,62,38,50,56,58,72,DEF
Brahima Diarra,81,52,53,65,31,55,MID
Mathias Olesen,59,46,56,58,52,65,MID
Gonzalo Flores,69,59,47,61,21,60,ATK
Youssef Chaib,75,55,51,62,26,55,MID
Cameron Duke,79,50,55,63,51,53,MID
Tommi O'Reilly,61,56,60,65,51,47,MID
Tom Bierschenk,63,60,44,56,36,68,ATK
Jérémy Corinus,46,35,51,54,58,61,DEF
Elías Arias,72,34,49,47,57,56,DEF
George Lloyd,79,55,51,62,32,66,ATK
Ji Soo Kim,51,24,42,32,59,67,DEF
Iván Flores,64,37,44,47,57,63,DEF
Yan Shi,68,48,53,61,37,48,MID
Alex Parsons,84,57,48,63,24,52,MID
James Abankwah,72,29,44,53,56,71,DEF
Nasser Al Abdali,66,52,55,60,41,59,MID
Luke Robinson,77,28,45,48,54,61,DEF
Brent Vugts,74,52,54,60,29,52,MID
Abdullah Al Harbi,54,37,50,45,60,65,DEF
Nicolás Femia,66,54,57,61,51,60,MID
Mark Coyle,63,46,53,58,53,65,MID
Yannic Voigt,67,53,52,65,42,53,MID
Nikolai Hopland,63,34,43,51,57,62,DEF
Manuel Polster,80,61,47,61,26,52,ATK
Chris Lyons,69,57,45,58,39,66,ATK
Ángel Algobia Esteves,33,55,58,59,54,40,MID
Jason Taylor,39,51,57,57,59,73,MID
Jakub Sypek,74,50,53,61,44,55,MID
Aeron Zinga,56,59,43,58,18,58,ATK
Milan Robberechts,67,54,58,61,48,57,MID
Steven Bradley,70,56,52,60,26,51,MID
Siad Haji,67,48,55,67,27,48,MID
Peng Wang,65,52,52,56,57,72,DEF
Andres Jasson,71,47,51,63,41,48,MID
Bertuğ Yıldırım,57,59,47,58,32,62,ATK
Isaiah Parker,80,52,50,63,40,50,MID
Tyrell Warren,68,31,46,55,59,61,DEF
Sigurd Kvile,67,29,42,48,58,68,DEF
Amario Cozier-Duberry,71,55,53,60,28,49,MID
Gian Franco Cabezas,77,53,54,61,53,54,MID
Hayden Hackney,68,53,58,58,52,60,MID
André Boman,68,49,54,62,55,61,MID
Augustin Drakpe,67,34,37,40,60,64,DEF
Daniel Chesters,70,47,56,63,32,49,MID
Jhon Durán,81,55,42,60,24,69,ATK
Osama Malik,58,41,52,55,57,69,MID
Patrick Brouwer,70,60,58,61,48,56,MID
Aldin Čajić,67,47,58,61,55,51,MID
Mats Lemmens,65,35,43,42,59,63,DEF
Tobias Berger,70,42,53,60,54,62,DEF
Dapo Mebude,82,59,49,63,22,59,ATK
Lewis Mayo,68,36,50,51,58,68,DEF
Jack Stretton,66,60,41,56,25,56,ATK
Alou Kuol,76,57,37,56,19,62,ATK
Bernardo Oliveira,83,42,51,67,35,43,MID
Johan Karlsson,66,42,54,59,53,58,DEF
Frazer Blake-Tracy,63,31,51,59,56,54,DEF
Kaj van der Veldt,68,35,42,39,60,62,DEF
Alexandar Popovic,59,22,38,40,58,71,DEF
Ji Moog Choi,66,30,52,56,55,61,DEF
Federico Pace,66,30,40,52,59,55,DEF
Antonee Burke-Gilroy,75,51,55,61,50,60,MID
Ximing Pan,61,32,50,48,59,58,DEF
Fahad Al Johani,72,59,52,60,26,65,MID
Noa Savignac,69,54,56,57,29,49,MID
Patricio Flores,62,23,41,40,59,58,DEF
Luke Ivanovic,80,57,51,60,23,57,ATK
Lu Zhang,74,59,53,55,57,66,MID
Danny Amos,69,38,53,57,55,56,DEF
Justin Rasmussen,69,55,55,56,54,64,DEF
Flamur Dzelili,82,55,49,60,28,49,MID
Abdullah Majrashi,63,43,51,62,56,63,MID
Emmanuel Longelo,81,43,51,59,51,58,DEF
Axel Guessand,64,27,40,46,59,62,DEF
Sam Barnes,59,30,45,52,59,60,DEF
Dixon Vera,74,51,55,62,48,50,MID
Juan Macías,72,57,58,61,54,56,MID
Dominic Jefferies,61,37,51,57,58,64,DEF
Simon Măzărache,63,56,49,58,23,69,ATK
Abel William Stensrud,68,58,41,57,20,58,ATK
Paul Glatzel,67,60,53,61,30,46,ATK
Tjay De Barr,79,56,50,60,29,59,ATK
Przemysław Kapek,73,58,45,60,19,55,ATK
Remi van Ekeris,65,57,58,61,39,41,MID
Jack Sanders,47,31,44,41,56,75,DEF
Muhannad Al Najai,57,46,52,58,56,65,MID
Miguel Colque,55,44,53,51,60,59,DEF
Jason Meerstadt,62,40,51,56,58,62,DEF
Yun Yang,60,52,48,54,56,71,DEF
Gary Boylan,69,33,48,57,54,66,DEF
Guanghui Han,67,51,55,61,51,56,DEF
Huaze Gao,73,56,51,59,48,63,MID
Youssouf Assogba,74,31,48,49,55,60,DEF
Matisse Didden,55,36,54,54,58,66,DEF
Roberto Bardales,62,56,58,57,57,56,ATK
Gonzalo Torres,65,61,51,63,30,41,MID
Jonathan Afolabi,76,59,45,55,23,57,ATK
Omar Al Owdah,76,26,50,60,53,58,DEF
Ulrick Eneme-Ella,63,50,56,63,40,51,MID
Luca Andronache,73,56,53,63,31,54,ATK
Josh Coley,88,51,50,59,28,43,MID
Haroune Camara,73,57,48,57,21,65,ATK
Hao Guo,70,38,53,64,58,70,MID
Boyu Yang,44,29,32,41,60,69,DEF
Tyreek Magee,69,43,59,66,30,48,MID
Pengfei Shan,70,32,45,54,58,70,DEF
Francisco Delgado Rojano,67,34,42,55,56,53,DEF
Ed Turns,59,31,38,50,59,59,DEF
Ryan Edmondson,57,59,41,55,26,73,ATK
Andy Smith,63,27,39,45,58,68,DEF
Nassim Innocenti,57,30,40,51,60,61,DEF
Javier Ajenjo Hyjek,68,49,56,61,49,54,MID
Mazeed Ogungbo,71,31,45,51,59,63,DEF
Walter Mora,70,55,56,61,44,56,MID
Luis Carlos Rodríguez,70,48,48,57,56,58,DEF
Thierry Nevers,76,56,49,63,28,56,MID
Iverson Contreras,67,46,55,57,56,59,DEF
Jean Paul Madera,66,55,58,65,52,51,MID
Junzhe Zhang,64,26,44,50,59,68,DEF
